year,month,full_name,first_name,last_name,gender,birth_date,age,country_citizenship,country_citizenship_iso3,country_residence,country_residence_iso3,city_of_residence,net_worth_usd,wealth_status,self_made,business_category,business_industries,organization_name,position_in_organization,rank
2024,4,Lalit Khaitan,Lalit,Khaitan,male,1943-06-02,80,India,IND,India,IND,Delhi,1000000000,NA,FALSE,Food & Beverage,['Food & Beverage'],NA,NA,2692
2014,3,Lam Fong Ngo,Fong Ngo,Lam,female,NA,NA,Macau,MAC,Macau,MAC,NA,1000000000,NA,TRUE,Gaming,['Gaming'],NA,NA,1565
2024,4,Lam Kong,Kong,Lam,male,1964-06-15,59,China,CHN,Hong Kong,HKG,Hong Kong,2400000000,Increased,TRUE,Healthcare,['Healthcare'],NA,NA,1380
2021,4,Lam Lung On & family,Lung On,Lam,male,1964-10-01,56,China,CHN,China,CHN,Xiamen,1100000000,Increased,TRUE,Real Estate,['Real Estate'],NA,NA,2524
2019,3,Lam Wai Ying,Wai Ying,Lam,female,NA,NA,Hong Kong,HKG,Hong Kong,HKG,Hong Kong,2300000000,Decreased,TRUE,Manufacturing,['Manufacturing'],Biel Crystal,Chairman,1008
2024,4,Lam Wai-ying,Wai-ying,Lam,female,NA,NA,Hong Kong,HKG,Hong Kong,HKG,Hong Kong,2200000000,Increased,TRUE,Manufacturing,['Manufacturing'],Biel Crystal,Chairman,1496
2009,3,Lam Yiu Chu,NA,NA,NA,NA,39,Hong Kong,HKG,Hong Kong,HKG,Hong Kong,1500000000,NA,NA,NA,['Manufacturing'],NA,NA,468
2024,4,"Lamar Hunt, Jr. & family",Lamar,Hunt,male,1956-10-15,67,United States,USA,United States,USA,Leawood,1400000000,NA,FALSE,Sports,['Sports'],NA,NA,2152
2024,4,Lance Gokongwei,Lance,Gokongwei,male,1967-12-01,56,Philippines,PHL,Philippines,PHL,Manila,1100000000,Decreased,FALSE,Diversified,['Diversified'],NA,NA,2545
2023,4,Lang Walker,Lang,Walker,male,1945-07-05,77,Australia,AUS,Australia,AUS,Sydney,2300000000,Increased,TRUE,Real Estate,['Real Estate'],NA,NA,1312
2024,4,Larry Connor & family,Larry,Connor,male,1950-01-07,74,United States,USA,United States,USA,Miamisburg,2000000000,NA,TRUE,Real Estate,['Real Estate'],NA,NA,1623
2024,4,Larry Ellison,Larry,Ellison,male,1944-08-17,79,United States,USA,United States,USA,Woodside,141000000000,Increased,TRUE,Technology,['Technology'],Oracle,CTO and Founder,5
2024,4,Larry Fink,Larry,Fink,male,1952-11-02,71,United States,USA,United States,USA,New York,1200000000,Returned to List,TRUE,Finance & Investments,['Finance & Investments'],BlackRock,"Cofounder, CEO",2410
2024,4,Larry Page,Larry,Page,male,1973-03-26,51,United States,USA,United States,USA,Palo Alto,114000000000,Increased,TRUE,Technology,['Technology'],Alphabet,Cofounder and board member,10
2024,4,Larry Robbins,Larry,Robbins,male,1969-10-21,54,United States,USA,United States,USA,Alpine,2200000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],Glenview Capital Management,Investor,1496
2024,4,Larry Silverstein,Larry,Silverstein,male,1931-05-30,92,United States,USA,United States,USA,New York,1000000000,NA,TRUE,Real Estate,['Real Estate'],NA,NA,2692
2024,4,Larry Tanenbaum,Larry,Tanenbaum,male,1945-07-01,78,Canada,CAN,Canada,CAN,Toronto,2500000000,Increased,TRUE,Sports,['Sports'],NA,NA,1330
2021,4,Larry Xiangdong Chen,Larry Xiangdong,Chen,male,1972-01-01,49,China,CHN,China,CHN,Beijing,10200000000,Increased,TRUE,Service,['Service'],NA,NA,223
2013,3,Larry Yung,Larry,Yung,male,1942-01-18,71,China,CHN,Hong Kong,HKG,Hong Kong,1000000000,Decreased,TRUE,Diversified,['Diversified'],NA,NA,1342
2019,3,Lars Larsen,Lars,Larsen,male,1948-08-06,70,Denmark,DNK,NA,NA,NA,4500000000,Increased,TRUE,Fashion & Retail,['Fashion & Retail'],NA,NA,424
2023,4,Lars Wingefors,Lars,Wingefors,male,1977-04-02,46,Sweden,SWE,Sweden,SWE,Karlstad,1100000000,Decreased,TRUE,Media & Entertainment,['Media & Entertainment'],NA,NA,2405
2024,4,Lau Cho Kun,Cho Kun,Lau,male,1936-01-10,88,Malaysia,MYS,Malaysia,MYS,"Tawau, Sabah",1500000000,Decreased,FALSE,Diversified,['Diversified'],NA,NA,2046
2011,3,Laurence Graff,Laurence,Graff,male,1938-06-13,72,United Kingdom,GBR,Switzerland,CHE,Gstaad,2500000000,Remained Even,TRUE,NA,['Fashion and Retail'],NA,NA,459
2024,4,Laurence Graff & family,Laurence,Graff,male,1938-06-13,85,United Kingdom,GBR,Switzerland,CHE,Gstaad,3400000000,Remained Even,TRUE,Fashion & Retail,['Fashion & Retail'],NA,NA,949
2024,4,Laurene Powell Jobs & family,Laurene,Powell Jobs,female,1963-11-06,60,United States,USA,United States,USA,Palo Alto,12800000000,Increased,FALSE,Technology,['Technology'],Emerson Collective,"Investor, Philanthropist",153
2016,3,Laurent Burelle,Laurent,Burelle,male,1949-10-01,66,France,FRA,France,FRA,Paris,1200000000,Increased,FALSE,Automotive,['Automotive'],NA,NA,1476
2024,4,Laurent Dassault,Laurent,Dassault,male,1953-07-07,70,France,FRA,France,FRA,Paris,9400000000,Increased,FALSE,Diversified,['Diversified'],NA,NA,256
2023,4,Laurent Junique,Laurent,Junique,male,1965-12-01,57,France,FRA,Singapore,SGP,Singapore,1300000000,Increased,TRUE,Technology,['Technology'],NA,NA,2133
2024,4,Laurie Tisch,Laurie,Tisch,female,1951-02-19,73,United States,USA,United States,USA,New York,1600000000,Remained Even,FALSE,Diversified,['Diversified'],NA,NA,1945
2024,4,Law Kar Po,Kar Po,Law,male,1948-08-02,75,Hong Kong,HKG,Hong Kong,HKG,Hong Kong,7700000000,Increased,FALSE,Real Estate,['Real Estate'],NA,NA,334
2007,3,Lawrence Ellison,NA,NA,NA,NA,62,United States,USA,United States,USA,Redwood City,21500000000,NA,NA,NA,['Software'],NA,NA,11
2024,4,Lawrence Golub,Lawrence,Golub,male,1959-10-03,64,United States,USA,United States,USA,New York,2200000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,Investor,1496
2023,4,Lawrence Ho,Lawrence,Ho,male,1977-01-16,46,Hong Kong,HKG,Hong Kong,HKG,Hong Kong,1200000000,Returned to List,FALSE,Gambling & Casinos,['Gambling & Casinos'],NA,NA,2259
2018,3,Lawrence Rossy,Lawrence,Rossy,male,1943-01-01,75,Canada,CAN,Canada,CAN,Montreal,1000000000,NA,TRUE,Fashion & Retail,['Fashion & Retail'],NA,NA,2124
2024,4,Lawrence Stroll,Lawrence,Stroll,male,1959-07-11,64,Canada,CAN,Switzerland,CHE,Geneva,3900000000,Increased,TRUE,Fashion & Retail,['Fashion & Retail'],NA,NA,809
2024,4,LeBron James,LeBron,James,male,1984-12-30,39,United States,USA,United States,USA,Los Angeles,1200000000,Increased,TRUE,Sports,['Sports'],NBA,Athlete,2410
2013,3,Leandro Rizzuto,Leandro,Rizzuto,male,1938-04-01,74,United States,USA,United States,USA,Sheridan,1800000000,Remained Even,TRUE,Manufacturing,['Manufacturing'],NA,NA,831
2017,3,Leandro Rizzuto & family,Leandro,Rizzuto,male,1938-04-10,78,United States,USA,NA,NA,NA,4500000000,Increased,TRUE,Manufacturing,['Manufacturing'],NA,NA,367
2024,4,Lee Bass,Lee,Bass,male,1956-05-24,67,United States,USA,United States,USA,Fort Worth,2200000000,Decreased,FALSE,Energy,['Energy'],NA,NA,1496
2017,3,Lee Boo-Jin,Boo-Jin,Lee,female,1970-10-06,46,South Korea,KOR,South Korea,KOR,Seoul,1600000000,Decreased,FALSE,Service,['Service'],Samsung C&#38;T,NA,1290
2024,4,Lee Boo-jin,Boo-jin,Lee,female,1970-10-06,53,South Korea,KOR,South Korea,KOR,Seoul,4000000000,Increased,FALSE,Technology,['Technology'],Hotel Shilla,President and CEO,785
2024,4,Lee Dong-chae,Dong-chae,Lee,male,1959-10-01,64,South Korea,KOR,South Korea,KOR,Cheongju,2100000000,NA,TRUE,Manufacturing,['Manufacturing'],NA,NA,1545
2017,3,Lee Hae-Jin,Hae-Jin,Lee,male,1967-06-22,49,South Korea,KOR,South Korea,KOR,Seoul,1100000000,Returned to List,TRUE,Technology,['Technology'],Naver,NA,1795
2024,4,Lee Hae-jin,Hae-jin,Lee,male,1967-06-22,56,South Korea,KOR,South Korea,KOR,Seoul,1400000000,Increased,TRUE,Technology,['Technology'],NAVER Corp.,NA,2152
2017,3,Lee Ho-Jin,Ho-Jin,Lee,male,1962-12-08,54,South Korea,KOR,South Korea,KOR,Seoul,1100000000,Remained Even,FALSE,Diversified,['Diversified'],Taekwang Industrial,NA,1795
2024,4,Lee Ho-jin,Ho-jin,Lee,male,1962-12-08,61,South Korea,KOR,South Korea,KOR,Seoul,1600000000,Increased,FALSE,Diversified,['Diversified'],Taekwang Industrial,NA,1945
2017,3,Lee Hwa-Kyung,Hwa-Kyung,Lee,female,1956-02-15,61,South Korea,KOR,South Korea,KOR,Seoul,1000000000,Decreased,FALSE,Food and Beverage,['Food and Beverage'],Orion Holdings,NA,1940
2017,3,Lee Jay-Hyun,Jay-Hyun,Lee,male,1960-03-19,56,South Korea,KOR,South Korea,KOR,Seoul,2100000000,Decreased,FALSE,Diversified,['Diversified'],CJ Corp,NA,973
2021,4,Lee Jay-hyun,Jay-hyun,Lee,male,1960-03-19,61,South Korea,KOR,South Korea,KOR,Seoul,1200000000,Returned to List,FALSE,Diversified,['Diversified'],CJ Corporation,NA,2378
2022,4,Lee Joon-ho,Joon-ho,Lee,male,1964-09-17,57,South Korea,KOR,South Korea,KOR,Seoul,1500000000,Decreased,TRUE,Technology,['Technology'],NHN Entertainment,NA,1929
2017,3,Lee Joong-Keun,Joong-Keun,Lee,male,1941-01-11,76,South Korea,KOR,South Korea,KOR,Seoul,2300000000,Increased,TRUE,Construction & Engineering,['Construction & Engineering'],Booyoung Group,NA,896
2023,4,Lee Joong-keun,Joong-keun,Lee,male,1941-01-11,82,South Korea,KOR,South Korea,KOR,Seoul,1100000000,Decreased,TRUE,Construction & Engineering,['Construction & Engineering'],Booyoung Group,NA,2405
2017,3,Lee Kun-Hee,Kun-Hee,Lee,male,1942-01-09,75,South Korea,KOR,South Korea,KOR,Seoul,15100000000,Increased,FALSE,Diversified,['Diversified'],Samsung Electronics,Chairman,68
2020,4,Lee Kun-hee,Kun-hee,Lee,male,1942-01-09,78,South Korea,KOR,South Korea,KOR,Seoul,14100000000,Decreased,FALSE,Diversified,['Diversified'],Samsung Electronics Co. Ltd.,Chairman,75
2021,4,Lee Man Tat,Man Tat,Lee,male,1930-01-14,91,Hong Kong,HKG,Hong Kong,HKG,Hong Kong,17400000000,Increased,FALSE,Food & Beverage,['Food & Beverage'],NA,NA,111
2016,3,Lee Man Tat family,Man Tat,Lee,male,1929-04-01,86,Hong Kong,HKG,Hong Kong,HKG,Hong Kong,1900000000,Increased,FALSE,Food and Beverage,['Food and Beverage'],NA,NA,959
2017,3,Lee Myung-Hee,Myung-Hee,Lee,female,1943-09-05,73,South Korea,KOR,South Korea,KOR,Seoul,1300000000,Increased,FALSE,Fashion & Retail,['Fashion & Retail'],Shinsegae,NA,1567
2019,3,Lee Myung-hee,Myung-hee,Lee,female,1943-09-05,75,South Korea,KOR,South Korea,KOR,Seoul,1600000000,Decreased,FALSE,Fashion & Retail,['Fashion & Retail'],Shinsegae,NA,1425
2020,4,Lee Paul & family,Xiaoming Lee,Paul,male,1958-01-01,62,United States,USA,China,CHN,Yuxi,1700000000,NA,TRUE,Manufacturing,['Manufacturing'],NA,NA,1267
2017,3,Lee Sang-Hyuk,Sang-Hyuk,Lee,male,1971-06-01,45,South Korea,KOR,South Korea,KOR,Seoul,1000000000,NA,TRUE,Technology,['Technology'],Yello Mobile,NA,1940
2020,4,Lee Sang-hyuk,Sang-hyuk,Lee,male,1971-06-01,48,South Korea,KOR,South Korea,KOR,Seoul,1000000000,Remained Even,TRUE,Technology,['Technology'],Yello Mobile,NA,1990
2022,4,Lee Sang-ryul,Sang-ryul,Lee,male,1961-10-21,60,South Korea,KOR,South Korea,KOR,NA,1200000000,NA,TRUE,Manufacturing,['Manufacturing'],Chunbo,Co-CEO,2324
2006,3,Lee Seng Wee,Seng Wee,Lee,male,1930-01-01,81,Singapore,SGP,NA,NA,NA,3000000000,Increased,FALSE,Finance and Investments,['Finance and Investments'],NA,NA,224
2017,3,Lee Seo-Hyun,Seo-Hyun,Lee,female,1973-09-20,43,South Korea,KOR,South Korea,KOR,Seoul,1500000000,Decreased,FALSE,Diversified,['Diversified'],Samsung C&#38;T,NA,1376
2024,4,Lee Seo-hyun,Seo-hyun,Lee,female,1973-09-20,50,South Korea,KOR,South Korea,KOR,Seoul,3600000000,Increased,FALSE,Technology,['Technology'],NA,NA,896
2022,4,Lee Seung-gun,Seung-gun,Lee,male,1982-01-30,40,South Korea,KOR,South Korea,KOR,Seoul,1200000000,NA,TRUE,Technology,['Technology'],NA,NA,2324
2024,4,Lee Shau Kee,Shau Kee,Lee,male,1928-01-29,96,Hong Kong,HKG,Hong Kong,HKG,Hong Kong,27700000000,Decreased,TRUE,Real Estate,['Real Estate'],NA,NA,63
2019,3,Lee Shin Cheng,Shin Cheng,Lee,male,1939-03-06,79,Malaysia,MYS,Malaysia,MYS,Jeram,5400000000,Decreased,TRUE,Manufacturing,['Manufacturing'],NA,NA,325
2024,4,Lee Su-jin,Su-jin,Lee,male,1978-02-01,46,South Korea,KOR,South Korea,KOR,Seoul,1500000000,Increased,TRUE,Technology,['Technology'],NA,NA,2046
2024,4,Lee Yeow Chor,Yeow Chor,Lee,male,1967-01-01,57,Malaysia,MYS,Malaysia,MYS,Putrajaya,3100000000,Increased,FALSE,Real Estate,['Real Estate'],NA,NA,1062
2022,4,Lee Yeow Chor & Yeow Seng,Yeow Chor & Yeow Seng,Lee,male,NA,NA,Malaysia,MYS,Malaysia,MYS,NA,4800000000,Decreased,FALSE,Food & Beverage,['Food & Beverage'],NA,NA,586
2024,4,Lee Yeow Seng,Yeow Seng,Lee,male,1978-01-01,46,Malaysia,MYS,Malaysia,MYS,Putrajaya,2300000000,Increased,FALSE,Real Estate,['Real Estate'],NA,NA,1438
2021,4,Lee Yin Yee,Yin Yee,Lee,male,1952-01-01,69,China,CHN,Hong Kong,HKG,Hong Kong,4300000000,Increased,TRUE,Manufacturing,['Manufacturing'],NA,NA,665
2001,6,Lee family,Peter,Lee,male,NA,73,Hong Kong,HKG,Hong Kong,HKG,Hong Kong,1000000000,NA,FALSE,NA,NA,NA,NA,490
2024,4,Leena Tewari,Leena,Tewari,female,1957-09-03,66,India,IND,India,IND,Mumbai,3200000000,Decreased,FALSE,Healthcare,['Healthcare'],NA,NA,1033
2022,4,Lei Jin,Lei,Jin,male,1965-08-01,56,China,CHN,China,CHN,Changchun,1500000000,Decreased,TRUE,Healthcare,['Healthcare'],NA,NA,1929
2024,4,Lei Jufang,Jufang,Lei,female,1953-01-03,71,China,CHN,China,CHN,Lanzhou,1500000000,Decreased,TRUE,Healthcare,['Healthcare'],NA,NA,2046
2024,4,Lei Jun,Jun,Lei,male,1969-12-16,54,China,CHN,China,CHN,Beijing,10900000000,Increased,TRUE,Technology,['Technology'],Xiaomi,Founder and CEO,195
2022,4,Lei Zhang,Lei,Zhang,male,1972-12-01,49,China,CHN,Hong Kong,HKG,Hong Kong,3000000000,Remained Even,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,1012
2018,3,Len Ainsworth,Len,Ainsworth,male,1923-07-11,94,Australia,AUS,Australia,AUS,Sydney,1300000000,Increased,TRUE,Gambling & Casinos,['Gambling & Casinos'],NA,NA,1756
2024,4,Len Blavatnik,Len,Blavatnik,male,1957-06-01,66,United States,USA,United Kingdom,GBR,London,32100000000,Remained Even,TRUE,Diversified,['Diversified'],NA,NA,52
2014,3,Len Buckeridge,Len,Buckeridge,male,1936-03-15,77,Australia,AUS,NA,NA,NA,1200000000,Decreased,TRUE,Construction & Engineering,['Construction & Engineering'],NA,NA,1372
2009,3,Leng Chan Quek,NA,NA,NA,NA,68,Malaysia,MYS,Malaysia,MYS,Wee,1900000000,NA,NA,NA,['Finance'],NA,NA,376
2024,4,Leng Youbin,Youbin,Leng,male,1969-01-01,55,China,CHN,China,CHN,Beijing,2700000000,Decreased,TRUE,Food & Beverage,['Food & Beverage'],NA,NA,1238
2024,4,Lennart Blecher,Lennart,Blecher,male,1955-01-01,69,Sweden,SWE,Switzerland,CHE,Zurich,1000000000,NA,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,2692
2024,4,Leo Koguan,Leo,Koguan,male,1955-02-15,69,United States,USA,Singapore,SGP,Singapore,6000000000,Increased,TRUE,Technology,['Technology'],NA,NA,486
2024,4,Leon Black,Leon,Black,male,1951-07-31,72,United States,USA,United States,USA,New York,14000000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,135
2016,3,Leon Charney,Leon,Charney,male,1938-07-23,77,United States,USA,NA,NA,NA,1000000000,Remained Even,TRUE,Real Estate,['Real Estate'],NA,NA,1694
2024,4,Leon G. Cooperman,Leon G.,Cooperman,male,1943-04-25,80,United States,USA,United States,USA,Boca Raton,2800000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],"Omega Advisors, Inc.",Founder,1187
2024,4,Leonard Abess,Leonard,Abess,male,1948-07-23,75,United States,USA,United States,USA,Miami,2300000000,NA,FALSE,Finance & Investments,['Finance & Investments'],NA,NA,1438
2007,3,Leonard Blavatnik,NA,NA,NA,NA,49,United States,USA,United States,USA,New York,7200000000,NA,NA,NA,['Oil'],NA,NA,102
2024,4,Leonard Lauder,Leonard,Lauder,male,1933-03-19,91,United States,USA,United States,USA,New York,15100000000,Decreased,FALSE,Fashion & Retail,['Fashion & Retail'],The Estée Lauder Companies,Chairman Emeritus,126
2024,4,Leonard Schleifer,Leonard,Schleifer,male,1952-07-07,71,United States,USA,United States,USA,Tarrytown,3500000000,Increased,TRUE,Healthcare,['Healthcare'],Regeneron Pharmaceuticals,CEO and Founder,920
2024,4,Leonard Stern,Leonard,Stern,male,1938-03-28,86,United States,USA,United States,USA,New York,8100000000,Increased,FALSE,Real Estate,['Real Estate'],"Hartz Mountain Industries, Inc.",Chairman and CEO,317
2011,3,Leonardo Del Vecchio,Leonardo,Del Vecchio,male,1935-05-22,75,Italy,ITA,Italy,ITA,Milan,11000000000,Increased,TRUE,NA,['Fashion and Retail'],NA,NA,71
2022,4,Leonardo Del Vecchio & family,Leonardo,Del Vecchio,male,1935-05-22,86,Italy,ITA,Italy,ITA,Milan,27300000000,Increased,TRUE,Fashion & Retail,['Fashion & Retail'],NA,NA,52
2024,4,Leonardo Maria Del Vecchio,Leonardo Maria,Del Vecchio,male,1995-05-06,28,Italy,ITA,Italy,ITA,Milan,4700000000,Increased,FALSE,Fashion & Retail,['Fashion & Retail'],NA,NA,661
2024,4,Leonid Boguslavsky,Leonid,Boguslavsky,male,1951-06-17,72,Canada,CAN,Italy,ITA,Florence,4700000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,661
2024,4,Leonid Fedun,Leonid,Fedun,male,1956-04-05,67,Russia,RUS,Monaco,MCO,NA,10500000000,Increased,TRUE,Energy,['Energy'],NA,NA,210
2020,4,Leonid Fedun & family,Leonid,Fedun & family,male,1956-04-05,64,Russia,RUS,Russia,RUS,Moscow,6300000000,Decreased,TRUE,Energy,['Energy'],NA,NA,241
2021,4,Leonid Mikhelson,Leonid,Mikhelson,male,1955-08-11,65,Russia,RUS,Russia,RUS,Moscow,24900000000,Increased,TRUE,Energy,['Energy'],NA,NA,66
2024,4,Leonid Mikhelson & family,Leonid,Mikhelson,male,1955-08-11,68,Russia,RUS,Russia,RUS,Moscow,27400000000,Increased,TRUE,Energy,['Energy'],NA,NA,66
2024,4,Leonid Radvinsky,Leonid,Radvinsky,male,1982-05-30,41,United States,USA,United States,USA,NA,3000000000,Increased,TRUE,Technology,['Technology'],NA,NA,1104
2024,4,Leonid Simanovsky,Leonid,Simanovsky,male,1949-07-19,74,Russia,RUS,Russia,RUS,Moscow,1600000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,1945
2024,4,Leopoldo Espinosa Abdalá,Leopoldo,Espinosa Abdalá,male,NA,NA,Mexico,MEX,NA,NA,NA,1600000000,NA,FALSE,Healthcare,['Healthcare'],NA,NA,1945
2024,4,Les Wexner & family,Les,Wexner,male,1937-09-08,86,United States,USA,United States,USA,New Albany,6000000000,Remained Even,TRUE,Fashion & Retail,['Fashion & Retail'],NA,NA,486
2024,4,Lesley Bamberger,Lesley,Bamberger,male,1965-06-03,58,Netherlands,NLD,Netherlands,NLD,Amsterdam,1800000000,Increased,FALSE,Real Estate,['Real Estate'],NA,NA,1764
2024,4,Leslie Alexander,Leslie,Alexander,male,1943-06-30,80,United States,USA,United States,USA,Houston,1900000000,Increased,TRUE,Sports,['Sports'],NA,NA,1694
2009,3,Leslie Lampton,Leslie,Lampton,male,1925-01-07,84,United States,USA,United States,USA,Jackson,1000000000,Decreased,FALSE,Energy,['Energy'],NA,NA,701
2015,3,Leslie Wexner,Leslie,Wexner,male,1937-09-08,77,United States,USA,United States,USA,New Albany,7700000000,Increased,TRUE,Fashion and Retail,['Fashion and Retail'],L Brands,Chairman and CEO,172
2011,3,Lester Crown & family,Lester,Crown,male,1925-06-07,85,United States,USA,United States,USA,Wilmette,4900000000,Increased,FALSE,NA,['Investments'],NA,NA,217
2015,3,Leszek Czarnecki,Leszek,Czarnecki,male,1962-01-01,53,Poland,POL,Poland,POL,Wroclaw,1250000000,Decreased,TRUE,Finance,['Finance'],NA,NA,1500
2024,4,Lev Kvetnoi,Lev,Kvetnoi,male,1965-08-27,58,Russia,RUS,Russia,RUS,Moscow,1100000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,2545
2018,3,Lev Leviev,Lev,Leviev,male,1956-01-01,62,Israel,ISR,United Kingdom,GBR,London,1000000000,Decreased,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,2124
2024,4,Li Chunan,Chunan,Li,male,1968-10-10,55,China,CHN,China,CHN,Fushun,3900000000,Decreased,TRUE,Manufacturing,['Manufacturing'],NA,NA,809
2023,4,Li Denghai,Denghai,Li,male,1949-09-01,73,China,CHN,China,CHN,Laizhou,1300000000,Decreased,TRUE,Food & Beverage,['Food & Beverage'],NA,NA,2133
2017,3,Li Dongjun,Dongjun,Li,male,1958-09-01,58,China,CHN,China,CHN,Dalian,1100000000,NA,TRUE,Logistics,['Logistics'],NA,NA,1795
2020,4,Li Fengluan,Fengluan,Li,female,1962-01-01,58,China,CHN,China,CHN,Ruzhou,1300000000,Increased,TRUE,Diversified,['Diversified'],NA,NA,1613
2016,3,Li Fuchao & family,Fuchao,Li,male,1958-02-15,58,China,CHN,China,CHN,Beijing,1000000000,Remained Even,TRUE,Automotive,['Automotive'],NA,NA,1694
2017,3,Li Fucheng,Fucheng,Li,male,1946-01-01,71,China,CHN,China,CHN,Sanhe,1100000000,Decreased,TRUE,Food and Beverage,['Food and Beverage'],NA,NA,1795
2024,4,Li Gaiteng,Gaiteng,Li,male,1972-04-08,51,China,CHN,China,CHN,Shanghai,3000000000,Decreased,TRUE,Manufacturing,['Manufacturing'],NA,NA,1104
2024,4,Li Ge,Ge,Li,male,1967-01-01,57,United States,USA,China,CHN,Shanghai,5600000000,Remained Even,TRUE,Healthcare,['Healthcare'],NA,NA,529
2021,4,Li Guangyu,Guangyu,Li,male,1964-01-01,57,China,CHN,China,CHN,Zhengzhou,1900000000,Increased,TRUE,Service,['Service'],NA,NA,1664
2024,4,Li Guoqiang,Guoqiang,Li,male,1964-01-01,60,China,CHN,China,CHN,Beijing,1200000000,Decreased,TRUE,Automotive,['Automotive'],NA,NA,2410
2023,4,Li Guoqing,Guoqing,Li,male,1970-02-22,53,China,CHN,China,CHN,Hangzhou,1200000000,Decreased,TRUE,Manufacturing,['Manufacturing'],NA,NA,2259
2024,4,Li Haiyan,Haiyan,Li,female,NA,NA,China,CHN,China,CHN,Chengdu,1600000000,Decreased,TRUE,Food & Beverage,['Food & Beverage'],NA,NA,1945
2017,3,Li Hejun,Hejun,Li,male,1967-08-13,49,China,CHN,China,CHN,Beijing,1900000000,Decreased,TRUE,Energy,['Energy'],NA,NA,1098
2024,4,Li Hongxin & family,Hongxin,Li,male,1953-03-07,71,China,CHN,China,CHN,Yanzhou,2700000000,Increased,TRUE,Manufacturing,['Manufacturing'],NA,NA,1238
2024,4,Li Hua,Hua,Li,male,1978-01-01,46,China,CHN,China,CHN,Shenzhen,2900000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,1143
2023,4,Li Jianli,Jianli,Li,male,1972-09-27,50,China,CHN,China,CHN,Shenzhen,1500000000,Decreased,TRUE,Manufacturing,['Manufacturing'],NA,NA,1905
2024,4,Li Jianquan & family,Jianquan,Li,male,1957-01-01,67,Hong Kong,HKG,China,CHN,Shenzhen,2200000000,Decreased,TRUE,Healthcare,['Healthcare'],NA,NA,1496
2024,4,Li Jiaquan,Jiaquan,Li,male,1963-09-06,60,China,CHN,China,CHN,Chengdu,1400000000,Decreased,TRUE,Manufacturing,['Manufacturing'],NA,NA,2152
2024,4,Li Jinyang,Jinyang,Li,female,NA,NA,China,CHN,China,CHN,Chifeng,1100000000,Decreased,FALSE,Metals & Mining,['Metals & Mining'],NA,NA,2545
2011,3,Li Jinyuan,Jinyuan,Li,male,1958-01-01,53,China,CHN,China,CHN,Tianjin,1200000000,NA,TRUE,NA,['Health care'],NA,NA,993
2018,3,Li Jun,Jun,Li,male,1964-12-01,53,China,CHN,China,CHN,Beijing,1200000000,NA,TRUE,Manufacturing,['Manufacturing'],NA,NA,1867
2024,4,Li Ka-shing,Ka-shing,Li,male,1928-06-13,95,Hong Kong,HKG,Hong Kong,HKG,Hong Kong,37300000000,Decreased,TRUE,Diversified,['Diversified'],CK Hutchison Holdings,Senior Advisor,38
2024,4,Li Li,Li,Li,male,1965-09-01,58,China,CHN,China,CHN,Changsha,1900000000,Decreased,TRUE,Healthcare,['Healthcare'],NA,NA,1694
2011,3,Li Li & wife,Li,Li,male,1964-02-09,47,China,CHN,China,CHN,Shenzhen,5700000000,NA,TRUE,NA,['Health care'],NA,NA,179
